Video ID,URL,Title,Description,Published At,Channel Title,Views,Likes,Dislikes,Comments
LLsmHBnPX-Y,https://www.youtube.com/watch?v=LLsmHBnPX-Y,2 Biggest Problems with Nothing Phone 3A &amp; Nothing Phone 3A Pro! 😑 #shorts,,2025-03-19T14:17:42Z,Techade,815196,13400,,"Pani ke under phone daily use karoge kya 🤔??? Kaunsa maal liya hai mujhe v bej doh | Bought 3a pro a few weeks back. Having a smooth UI experience with some lags here and there. Battery lifes good. Camera is really awesome. All n all if you want a phone that brings clean UI along with balanced quality in almost every aspect, it is for you. | Bhai 7s gen 3 10 august 2024 ko launch hua tha | Bro snapdragon 7 gen 3 was launched last year .. | Guys I&#39;m using Nothing 3a Pro from past 15 days. Great experience, no lag and the best. For gaming (BGMI), it gives 120fps but not constant. Also snapdragon 7s gen3 is not 2yrs old processor it&#39;s still the best. Camera is also so good, and the periscope lens makes it even more better. If you have budget of 30k, I&#39;d prefer Nothing 3a Pro any day! | No it&#39;s better than moto , superb camera quality+ videography especially nothing phone | Bhai Phone ko chalana hai pani main girana nahi hai | Yes, Snapdragon 7s is not meant for gaming but it&#39;ll still give you a decent performance, ofcourse if you want to do gaming hardcore, go with the better specs. But it&#39;s not necessary that ufs 2.2 is worse than other types, I&#39;ve seen majority of cases where ufs 2.2 performes better than ufs 3.1, it just depends on the optimisation algorithm of the mobile. In nothing&#39;s case, the optimisation is quite good, hence it&#39;ll give you quite a good performance. | I recently bought the 3a pro. It was the best purchase heres why: works on bgmi with 120 fps, the camera beats iphone 16 pro and s24 iltra (i tested it side by side) the ui feels the best, premium feeels and even the phone itself looks astonishing. Even thought it has a ip64 rating, you&#39;ve ovbiously not using it in water so conclusion, its like the best. Ill leave the rest on you | Nothing is not left for the compitition, its the brand, know the quality before you speak 😂 | Guys I&#39;m using the 3a Pro, bought on 30 March 2025. I can say that its a great phone overall! | 😂😂😂 I am watching from nothing phone 3a 🎉 | Thank you for your review bro I already buying 😄 | Just to let you know the ufs 2.2 is dual lane so it&#39;s all good and fast and for the chipset you can get 120 fps in bgmi and 90 fps in most games | Ip68 paani chale jaayga toh warranty dega kya yeh bata pahele | Bro are you sure that snapdragon 7s gen 3 is two years old. Once you check in google it is showing released on August 20th  2024 | Only differentiating factor at this segment is the camera of the moto vs coolness of nothing | If we are gona compare phones like that, then no phone is perfect. You have to consider that whats the amount you are paying. | My uncle got an ip 69 rating phone 5 years ago and he still hasnt dropped it in water. Ip ratings matter only if you&#39;re more outdoors. | Water damage? Dude my 3a pro fell in pool for about 5 mins and after finding it, it still works smoothly and no any problem"
gzOfc2vIoUY,https://www.youtube.com/watch?v=gzOfc2vIoUY,OnePlus Nord 5 Hands On Review: Unbelievable Specs &amp; Beautiful Design!,,2025-06-17T18:16:59Z,Hemel 360°,178982,2087,,"Can I use it for my videos | 📱 Glass/Metal Back &amp; Metal Frame<br>⚙️ 9400e / 8s Gen 4<br>🚀 LPDDR5X + UFS 4.1<br>🔋 7000+ mAh (Silicon-Carbon)<br>📸 50MP + 12MP<br>🤳 32MP<br>💧 IP68/IP69<br><br>💰 ₹29,999 (8/256) with card 💳<br>💰 ₹32,999 (8/256) without card 💵<br><br>🔥 Would be perfect upgrade to Nord 4<br>⚔️ Strong competitor to F7 &amp; NEO 10 | Does this smartphone have esim? | Aayega or mai lunga wait kr raha hu 8th July ka😊 | How much price in INR? | How much prize | Price | Meral frame or plastic | Copy of ip | One pluse | Lusero Yudith Rodríguez Ibarra"
n5uH0XVdwNQ,https://www.youtube.com/watch?v=n5uH0XVdwNQ,"A Practical Phone With 10,000 mAh Battery! #realmeGT10000","In this video, we're talking about the new realme phone, the all new realme GT 10000 with 10000mAh battery. The phone comes ...",2025-05-06T06:13:47Z,Beebom,970961,26366,,"that’s awesome man, i think by 2028 we will have phones with 10,000 mAh battery (minimum) and that would be the minimum standard for flagships too!! it’s crazy to see 9000 mAh batteries on iphones🔋🔋 | Xiaomi after few days:<br>Introducing redmi turbo with 11000mah battery 🔋 | Within 2-3 years 8000 mah would be standard in all devices, idk abt samsung and apple | This is what we called &#39;the revolutionary &#39;.❤<br>Apple will achieve this after after  7 centuries😂 | Me with 3364 mah battery in my iphone 13 carrying 10000 mah power Bank everywhere 😂 | At the rate phone battery capacities are growing, airlines might soon need to update their in-flight rules! | iPhone 16 pro max : 4685 mAh at 8.3mm and 227g<br><br>Mean will realme: | Battery in phone ❌ phone in battery ✔️ | I love realme, they&#39;re actually pushing limits | You forgot to mention that it&#39;s a concept phone | Honor Power (it&#39;s a smartphone) held the record with its 8 000 mAh, but this Realme will break Honor Power&#39;s record. I&#39;d awfully like to find out when Realme will launch it and how much it&#39;ll cost🤔 | Someone once said , there will be a phone with 10000 mAh, and now it&#39;s here 😂😂 | And how much time it takes to full charge 🙃😅 | Guys battery trend is  started now | Me using M51 - time to upgrade 😅 what is expected price? | Bruh. Now i want to wait more so that other brands will start to give higher battery capacity now😂 | Only Legend knows About Zenfone M1 max pro 🎉 | Buy kaha se karenge | ❤this phone design is much better than nothing | Which model? When will It launch?"
O5ntSgomomU,https://www.youtube.com/watch?v=O5ntSgomomU,Is the Nothing Phone 3a Actually Good?,nothing phone 3a vs iPhone 15 camera test #nothingphone3a #shorts #iphone15plus #mrkprotik #shortsfeed #cameratest.,2025-03-26T17:55:00Z,Mrk Protik,483162,4686,,"I am watching from Nothing Phone 3a white 256GB | Legend watch from nothing phone 3a | Nothing 3a | Watching on nothing 3a | I am also watching this from nothing 3a but come on all! Difference is day and night. Both quality of the pic and price😅 | Bahen price segment bhi to dekh... Kya fuddu comparison hai.. | Mai to soch raha hu ki nothing 15 plus kaisa hoga | Sirf sun dekho malum chel jayega konsa atcha hai | Watching on phone 3a | Comparing apple vs orange 😅 | Nothing 🔥 | Noting is nothing 😅 in front of iphone | Nothing ❤ | Watching on nothing phone ❤ | Nothing 3a | Aukat k hisab se competition kiya karo ma&#39;am 😂😂, kaha 25,000/-  aur 80,000/- kuch toh common sense use karo | Childishness shit,what a shame I cant even automatic call recording my victims it&#39;s my word against theirs,I regret buying nothing 3a pro ,I should go for Samsung the 👑,last year I bought iphone 15 and I regret I thought because of Tesla satellite maybe ,and I went to buy this big useless can&#39;t fit my pocket either | iPhone 15 +❤ | Nothing 3 a | Nothing mobile 3a"
M3swgz4whOU,https://www.youtube.com/watch?v=M3swgz4whOU,POCO F7 Review: I&#39;m Confused...,"I tested out the F7 Pro & Ultra earlier this year, but now POCO have just released the standard F7 model and I have some mixed ...",2025-06-24T12:30:33Z,TechNick,26673,863,,"Hey, I was right ~ Pricing starts from $399, but you can save with early bird specials! Detailed pricing below 👇<br><br> - 12+256GB: RRP $399 | Early Bird $339<br> - 12+512GB: RRP $449 | Early Bird $399<br> - UK Pricing: RRP £389/£429 | Early Bird £319/£359<br><br>Find out more / buy now: <a href=""https://tidd.ly/4egLmiL"">https://tidd.ly/4egLmiL</a><br><br>Hope you guys enjoy the video 👌 | still watching on my poco f1 that me and my father bought 7 years ago | It&#39;s a question to ask ourselves: &quot;what is okay to lose over Pro/Ultra&quot; while we having a bigger battery (why not 7550mah globally). I think mobile gamers will really appreciate F7 over X7 Pro because of the battery and performance when camera is not their priority | That part of &quot;can&#39;t have it all&quot; is my major frustration with midrange devices 😵‍💫 | Which location was that homes between mountains? | In Europe early bird price is €399 and you can find the F7 Pro for around that price so...buy the Pro instead. Price has to come down. | Sir I came to know that the sound quality is less compared to iq Neo 10 .is it true .and one more question ,sir always on display is just for 10 seconds or what .can we increase the time of it or not . | Does it have a film protector out of box or something on screen? | I&#39;m looking for a new good budget phone for £200 to £300 which phone would you recommend? Thanks | I just placed order for the same colour Poco F7 ✌️ | Just ordered it online as soon as the launch was completed. I cannot wait. I&#39;ll be upgrading from a Poco F4. 😜🎉 | nice video as always man | Does it have feature called wifi calling? | F7 Ultra has 120w fast charging. Fits into X7 range design-wise. | I wish they give F7 ultra larger display as well 😢 | Why is the battery capacity reduced for markets outside India/China? | honor gt pro ?? | Asian version (India and China) of F7 got More battery, 7500mah and reverse charging. | Hey Nick where do u live in south africa tell the the place I&#39;ll come to visit this place looks beautiful. nature | Do you have it on your website?"
FRQ8R7s0wxk,https://www.youtube.com/watch?v=FRQ8R7s0wxk,The New CMF Phone 2 Pro is Here! 🔥,"Nothing has just launched the new CMF Phone 2 Pro at ₹18999 (₹16999 with the bank discounts) and at this price, it brings a ...",2025-04-28T14:38:00Z,Sillycorns,1058758,27158,,"If you guys want a more detailed look on the CMF Phone 2 Pro, the full video is live on our channel! 🙌 | The interchangeable lenses seem cool. Another idea for it: physical filters. | Shaktimaan: Finally a worthy opponent, our battle will be legendry | He flew 😂 | Legend is that rupesh is still flying 😂 | How to buy all accessories | They are actually working on user reviews like the charger and the back cover. The lens is also pretty cool | End😂😂 | Shaktimaan was nostalgic 😅 | Accessories kaha se buy karenge | Cmf 2 pro ka woh accesories kanha pe milega... I want to buy | Sir is cmf phone 2 pro ka pura accessories kaha par milega. Please tell me sir ??? | 😂😂😂 he always has something funny to show | Finally charger in box... | That Shaktiman part was hilarious😂😂 | Last one 😂😂 he flyed 😮😮😮😂<br>I&#39;m always impressed by your funny things bro ❤ | Mind blowing ending for the unboxing... except the lanyard would have been in hand and the product should have been rotating.. | Will all accessories be given in box for online customer ? | Last one got me😂😂😂😂 | Who else thought that cmf released a laptop just after seeing the thumbnail"
CHdwM0SChNE,https://www.youtube.com/watch?v=CHdwM0SChNE,Motorola&#39;s Most-Selling Series Is Here!,"The Moto Edge 60 packs flagship-level features like 50MP OIS cameras, 3x telephoto zoom, curved OLED display, and wireless ...",2025-06-16T11:30:11Z,TechWiser,296007,13132,,"I damn sure that Moto will become the most dominant brand if it enters offline business. | A perfect phone but i don&#39;t like curved screen 😭 | Ask them to add a flat screen to make it more attractive. | Also only phone which you can get under 20k with a stylus, decent battery, dual sim and a memory card | Watching this on the Edge 30 Fusion that laid the road! | I visited one of the service centres here in Bhubaneswar, many people were there facing battery charging issues in their newer edge series smartphones (edge 30/40/50series all of them) <br>If you plug the phone in, battery percentage does not go up.<br>There was also a case of greenline after update in a 5month old phone. (P.s.- i was there for my swollen battery replacement) | Is oneplus nord ce series worth waiting for ??? | Thanks for the details.<br>You said 90 seconds, so we know it is done yet, so avoid the fillers and trim to less duration | Xiaomi 14 civi <br>12 + 512 in 33k <br>Should I buy | When is Moto Edge 60 Neo is coming? | Performance and software updates.... | Can you make a seperate video on this as a full review | Motorola truly missed a golden opportunity😏 . They could have dominated the market by combining the ₹ 21k Edge 60 Fusion&#39;s body with a ₹4,000 upgrade for the powerful 7+ Gen3 and UFS 4 storage, all while saving costs with a flat display.<br>This would have been an unbeatable package at ₹25,000(8/256): Power + Camera + Design. 🔥🔥 | Will there be moto edge 60 neo? | How many android and security upgrade does it offer? | which is the battery app | Why nobody is posting a review video of this phone?? | You missed to say UFS 2.2 at least it should be 3.1 while 4.1 is best | Edge 60 neo ? | full review kabh ayega?"
MT-N9FjzPuA,https://www.youtube.com/watch?v=MT-N9FjzPuA,❌️ Buy Or Not Wait Vivo T4 5G : 1! Big Problem,"vivo t4 5g,vivo t4,vivo t4 5g unboxing,vivo t4 5g review,vivo t4 5g specs,vivo t4 5g price,t4 vivo,vivo t4 5g vs,vivo t4 5g price in ...",2025-04-26T15:37:51Z,TechNaresh,630580,7400,,no one notices that this phones gives basic screen protection. | Ye Phone Best Hai... Students Or Compititive Aspirants Ke liye...A huge battery 🔋🔥🔥 | Bhai moto edge 60 fussion ja vivo t4 konsa best hai...plzz reply | But i love this mobile VIVO T45G BEST BATTERY AND PERFORMANCE im even using for zomato delivery and GAMING EXCELLENT 5000NITS DISPLAY AND BATTERY | Vivo 40e best he ya t4 | I fhone 15pro max ya sumsung s24 ultra | Toh bhai jab dono phone ke specs same hai toh iQOO kyu suggest kar rhe ho hum vivo hi nah le le 😂 | Cons : single speaker and no wide angle camera . Big drawback | Vivo T4X id much better with 3.1 ufs storage or dual speakers | Gaming + camera ke liye konsa phone best he ? | Hi bro please suggest 25k under 1best mobile all in one | 3.1 hai mai 2 month s use kr raha hu koi problem nhe | ऐसा कोई फोन नहीं है जिसकी तुमने खामियां की वीडियो नहीं बनाए हो आखिर ले तो ले क्या करे करे तो करे क्या | Bhai mere paas bhi hai lekin betray brekup jitna socha tha utna  nhi de raha | To kya tujhe company wale 22k me iphone 15 pro max de 😂😂😂 | Bhai vivo t4 and oppo k13 mai se konsa best haai? | Realme 13 pro plus kaisa bhai? | Le lu ese❤❤❤❤ | Camera kuch khas nahi laga mujhe | Muje Is mobil ma pubg achae sa khel skate hu na or eating bi karni ha ap bato
nCW7tGp4dyQ,https://www.youtube.com/watch?v=nCW7tGp4dyQ,Moto Edge 60 Pro vs Nothing Phone 3a Pro - Which one is better? #motoedge60pro #nothingphone3apro,,2025-05-15T12:37:44Z,Techy Kiran,548044,19310,,"In this generation moto is the best phone ever | Motorola is clearly the better phone. | Try to understand one thing:<br>Specs differ from experience. <br>The Nothing Phone 3a is very well optimized and is infact faster than most devices with LPDDR5X RAM &amp; UFS 3.1. If UFS 2.2 is an issue, switch off ram expansion. I request this creator to not just look blindly at the specs but also talk about its usability and practicality in day-to-day scenarios. By watching this video please don&#39;t come to the assumption that the Motorola is better. It is damn good phone but if u are not a heavy user than Nothing is far better. Software experience, regular updates and reliability of flat display with great cameras is the reason why I would choose the Phone 3a over Motorola. If u like Moto then I respect you choice. Each phone is targeted to a particular Niche. Pls understand this and create informative content. U might have covered all this in your long form videos but people&#39;s final decision is shaped by the videos they daily see either through shorts or yt videos. I personally feel that IP69 is the most gimmicky and useless feature to exist. No one is going to use their phone underwater. Companies can offer soo much more through removing this feature. IP69 does not mean that it is necessarily durable. <br>THANK YOU . | Thank for clear my confusion 🎉😊😊 | Moto is must better, mene le lia bahut acha performance hai | I am watching the video on my Motorola Edge 60 Pro 😄🤗 | Switched from moto g515g to nothing 3a. Battery is ok for most tasks and last a day easily. In my last moto I noticed the phone slowing down over 2 years. | Respect your confidence Kiran 👏 | Thank you so much mein ayi jan ne aya thak youTube mein thank you❤ | Moto edge 60 pro ❤ is 👑 | Pls do a detailed comparison between Nord 4 and moto edge 60 pro | Moto edge 60 pro vs Vivo v30 pro me kon sa achha hai bataye didi plz <br>Me confuse.. | Motorola edge 60 pro 🎉🎉❤❤ | Mam kauns phone lu | Motorola edge 60 pro ya Realme 14 Pro plus me kon sa Best hai didi..😊 | Cmf 2 pro me ois camera hai kya | What about UI and future updates, Heating issue etc. | I m moto user, i observed that <br>Moto has some issues after using it for a few months,<br>1. Moisture issue in USB port<br>2. Dolby sound reduces <br>3. The charging algorithm won&#39;t match with other chargers (68 watt/65 watt) | Do u have financial or otherwise coordination with moto? | Both phones are not good, better to settle for around 15-17 K phone. I have moto edge 60 pro - Camera is not good specially for night photo shoot. It cannot handle LED light and disturb every snap. UI Crashes sometimes."
ki8al77epc4,https://www.youtube.com/watch?v=ki8al77epc4,"Redmi 14C (2024) , unboxing &amp; review, #redmi #mobile #redmi14c",,2024-10-16T13:00:05Z,Maliklinks01,997330,10700,,Don&#39;t  buy this phone after  10day  this phone is not working | Wrong like 12 GB don&#39;t know <br>Like Philippines only 8 GB redmi 14C 🤷 how so | شكون لي احسن sumseng A51 5G ولا redmi 14C ? | Pric plzz | Redmi good zahir 👌 | Song name please | I expect so much from ridmi but  find nothing | Bhi ya phon 5g ya 4g hyy | bhai Dam Koto Amina go | I have two 3 doubts <br>1 should i want to buy this<br>2 which processor <br>3 5g or 4g | Iss phone ka price kya hoga | আফসোস ফোনটা নিতে পারলাম না  😢😢 | خیلی این گوشی خوبه من 75 شه دارم واقعین عالی است | Bundan istifadə edirik | ❤ | 5g support krta hai ya nhi | Nataka moja Bei gani? | Ye wala phone to my bhi leli hu but pata nhi ye phone acha h ki nhi | Mere pas hai but usme 5g support nhi kr rha hai | Kati parxa
RcFKsAUzcXM,https://www.youtube.com/watch?v=RcFKsAUzcXM,Galaxy S24 DESTROYS the S24 Ultra!!,This is a shorts review of the new Galaxy S24. In this review I go over whether or not the Galaxy S24 is basic or if it's amazing.,2024-02-19T14:00:18Z,JSL Review,1174013,35847,,"Who’s on the regular S24 or S24 Plus?? | Me watching this on an S24 Ultra: it&#39;s a little too late for that 😅 | I’d buy the regular S24 because I don’t want a mini tablet in my pocket | In part of Europe or Asia. I would prefer s23 series than the regular s24 itself. You know, exynos had really bad reputation | In India here, they tried to screw us over by selling their Exynos version.<br><br>Instead, no one bought it and only Ultra sold well | Dude the s pen does an insane amount of things its not only for writing its literally a remote for the phone... | Same Snapdragon good Joke Bro, only in USA. Rest of the world gets the shitty exynos crab. 😢 | Is not about the s pen, but many people go for the ultra cause the size and cameras | The 5x zoom was important to me, but if it wasnt I would go for the base model | I will never go without my S pen!!!!! | I like the big screen. Plus, I got big hands. | I use the S Pen a lot, having gotten used to use one with a tablet | A few days ago, I accidentally ran over my A71 at work. So, after I got off, I went and got an S24 Ultra. I personally wanted the bigger screen as I travel full-time and don&#39;t have a TV. So my phone is how I watch movies and TV shows. Basically, it all comes down to personal preference. | Once you go pen... you don&#39;t go back. The ultra is not about using the pen 24/7. It&#39;s about it being there when you finally need to use it.<br><br>Edit: Can everyone chill in the comment section? I don&#39;t care if everyone in the world hates or likes the S-pen. I know what i like, you know what you like. Lets just respect different opinions so i dont need to be pinged forever about this comment that I made months ago. | My true reasons for using the S-Pen<br><br>4. When i want to take full control of screenshot and screenshot editing with precise screen writing.<br><br>3. Easier for editing check stubs/ documents to meet or help friends meet the qualification of something<br><br>2. Signing (or editing) PDFs and sending them back in record timing<br><br>1. Editing watermarks out of my kids school pictures<br><br>I dont use it all the time but i absolutely dont want to be without it. Sort of like my jumper cables. I cant remember the last time my car died. But I&#39;ve jumped peoples car like twice this year.<br><br>OTHER people might have something to do that requires your S-Pen | I got the S24 literally last week and I don&#39;t buy fancy new phones but I tried to buy an S20 (last one to hold SD cards) and they don&#39;t work anymore and there are no more updates from Samsung. Then all a sudden the S24 was on sale down from $1200aud to $877 which is literally half the price of the plus. So I got it. Love it just a little small after years of my old S10 plus. But otherwise it&#39;s a rocket and half the price of the ultra. | Personally i hate the ultras, i prefer the round edges and flat screens its just more aesthetically pleasing | the reason i bought note 9 second hand some times ago is because its the most affordable stylus phone that i could buy at the time that still works ok. truly an on site work phone. take photos, draw arrows, circles, jot notes directly, and sent it to other division in real time, its precise so you can write smaller and longer sentences without zooming and its readable. very nice. should be on cheaper mid range phone with big battery rather than as a complementary stuff on the top of your product line. way better than carrying rugged big tablet with poor battery stylus for on site job. you tend to baby those expensive phone so it lasts long but it defeats the puropse of having stylus on a phone in the first place. its for work. | From the looks I prefer the regular s23 <br>I don&#39;t like those sharp edges | If it had the SPen it would be a yes, can&#39;t be without it"
mjLkpsP1eRY,https://www.youtube.com/watch?v=mjLkpsP1eRY,Samsung Price Drop #shorts,Samsung Galaxy S24 FE Samsung Phone under 40000 Price Samsung Camera Thanks for watching #gyantherapy ...,2025-04-28T15:56:45Z,Gyan Therapy,3598689,104145,,"If samsung switches to snapdragon 💀 | I see exynos , I skip 😂. | One Ui 7 is a piece of art. Nothing comes close in any android UI | That&#39;s why I call under-budget samsung phones a complete waste of money 😂😂😂 | Rule number 1: skip exynos phones. <br>Rule number 2: skip FE series. | Never gonna give exynos a chance again. My Tab S6 Lite died in barely 2 years due to a know defect, but they asked for 7k to fix it. | All those people hate exynos, just remember mediatek history😅 | Lekin jisne ye phone 59999 me liya uska kya kata hai😅😅 | Samsung s21 fe 256 GB.. Pichhle Sal offer Mein 25000 mein liya tha best deal  👍🏻👍🏻happy | I am using s23 fe. It heats allot some times. Specially while using camera. But gets cool down pretty quick too. It never disappointed me for casual gaming. Overall it provides flagship experience easily. | Shopping therapy powered by Samsung😂😂 | Dude, this phone&#39;s awesome! Ignore the negative reviews; those are from people who&#39;ve only seen it in videos.  I got mine a month ago, and the UI, performance, and camera are all fantastic.  It blows similar-priced phones out of the water. | I show s23fe 30k 128GB but now showing high in flipkart 😅 | Amazon is selling s24fe at 37k right now | Sir oppo reno 12 5g pai banau naa | Sir ple suggest s24fe or moto egde 60 pro pls im going to buy a phone soon | Sir A35 kaisa hai | should i buy s24+ at 53k..if not suggest any better phone under 55k (except oneplus) | s24 buy kar na he ? | Sir please help me:-- galaxy A35 vs a36, which one is best to buy??"
Jm9pelfvqp4,https://www.youtube.com/watch?v=Jm9pelfvqp4,Nothing Phone 2a Vs Samsung Galaxy A54 Wide Camera Test Review,Nothing Phone 2a Vs Samsung Galaxy A54 Wide Camera Test Review nothing phone 2a nothing phone 2a price nothing phone ...,2024-12-23T14:21:58Z,Smart Tech 5G,609689,4563,,display a54 far far better than nothing with premium feeling | Samsung Be Like Mere Aage Jhuk Ke Rehena Padega😂 | Nothing 2a 😈😈😈😈😈 | Sumsung 36 hajar nothing 2a 24 hajar 😂😂 | भाई मैं कल नथिंग फोन 2a है खरीदा है पर मैं जब फोटो खींच रहा हूं तो फोटो हिल जा रहा है पूरा इसमें क्या यीशु हो सकता है | A54 ka camera sahi h | A54 | Samsung 📈 | Nothing 2a😞😈😈😈 | 2a 🎉 | A 54 sahi hai | Samsung ❤ | A53
Sc4Y045xpe8,https://www.youtube.com/watch?v=Sc4Y045xpe8,CMF Phone 1 by Nothing 💥🔥 #cmfphone1 #review #unboxing #nothing #CMF #smartphone,,2024-07-09T17:28:09Z,Techxstreet,2204722,97577,,"Starting ☠️ Ending 😎 | Don&#39;t get fooled by paid promotion. All the back covers and accessories are very expensive. They won&#39;t reveal that | Usi phone se jo dekh ra hai vo like,<br><br>Mai bhi usi phone se dekh ra huu 😂😂 | I am watching in cmf phone 1😊<br>It gives 120 fps in bgmi but when you land at event it gives 60 to 90 fps | Urfi javed ka style hai..... 😂😂😂😂😂 | Ye to pakka urfi javed ka hi phone hai.........😂😂😂😂😂😂😂 | Don&#39;t worry market me cheapest quality ke back panel bhi aa jayege ye India hai😂 | Bol to aise raha hai ki jaise 1500 rupay koi 15 rupay ya 150 rupay hai jo maangne me hath me aa jayega 😂😂😂😂 | Bahut mast Laga yah phone sabse badhiya❤ | Update ke bad hang hoga kya bro | Durable hoga kaise Bhai Agar break nahin hoga to log bar bar hajar rupaye mein kaise kharidenge. Company ka fayda bhi to hona jaruri hai 😂😂😂 | Nothing should do marketing research &amp; analysis in India before launching a phone | Charger iske sath hi rahega ya alag lena pdega | Can you tell me What fingerprint display does it have? | 16000 ka phone + 1000 ka adapter means total around 17000 utne mein main moto g85 na lelu 😂😂 | Backpanel alag se milta hai bhai sath mein nhi milta ? | Two major down points in this price one is no dual stereo speakers and other is no charger included in the box | 1499 for one back panel and network issue is common in nothing. | Mobile acha h 😊but mujhe piche ka kuch jama nhi acha nhi lag rha h.😏. piche se bachho ka khilona lag rha h 🤔 | Bhai Mera to sahi hai 😊"
VpOGUMUvIDo,https://www.youtube.com/watch?v=VpOGUMUvIDo,"Samsung Galaxy A55 Review  Pros, Cons, and Surprising Details! 1 #smartphone #tech #review #technews",This is the successor of the most popular and most sold Android phone of the year Yes this is the Samsung Galaxy A-fifty-five and ...,2024-04-08T13:28:06Z,Beebom Fan Club,561743,10515,,"I bought an A35 5G last week because in the US we did not get the a55. I&#39;m coming from a iPhone 12 that was overheating | Real Video suru hone se phale hi khatam ho gaya 😂 | What is the quality of the Samsung A55 display? | A55 Launced on 2024 not 2023 | Which is good a55 or nothing 3a any suggestions? | Cameras are awesome | Which series is better in Samsung? | People also ask<br>Is the Samsung A55 worth buying in India? | A 55 launched in india march 2024 | Is the Samsung A55 battery good? | Price tag | It is the best phone for me | Best wishes | I am using for 7 months | Best&#39; | Which one is best, Samsung A35 or A55? | No problem at all | Abbey ye jo phone h Galaxy A55 h and ye 2024 ke march pe launch huwa h to ye kaiser 2023 Ka top sold phone huwa sala jhuta 😡😡😡😡 | Yes | In Saudi Arabia price is 26000"
D9PtmCUbYks,https://www.youtube.com/watch?v=D9PtmCUbYks,Honor 400 has a huge battery!! #honor #android #phone,,2025-05-22T21:03:19Z,Matthew Moniz,159607,2918,,"Nice looking phone | It&#39;s listed as €650 on Honor Italy | As much as I’m happy with my Xiaomi 15 ultra I also wish it didn’t have the bloatware… All of these Chinese phones are just full of it and it’s kinda pissing me off… I wanted an amazing phone and I got it but I also had to spend a bunch of time to disable all the bloat and a lot of it is still there working in the background but just with disabled notifications… it’s getting a bit out of hand lately! | Hi Matthew, do you plan on reviewing the S25 Edge once it hits the market? I&#39;ve been looking forward to your review on it | Hi where is the full review | Is it possible to change the color of the control center icons? + | Why is there Limited-time indicated in the generate AI video button? Not lifetime use? | Hey Matthew please review the new Gigabyte Aero X16. That&#39;s the only laptop i want to buy | Which better honor 400 or vivo v50 | Huge battery? The Chinese version has 7200mah | guys in A34 icant use the zoom in 48mp mode then what about honor 400? can i do that or cant use the zoom in 200mp mode?? | My issue with this channel is the presenter introduce all the products with almost same tone .. you can&#39;t feel if the thing actually good or not from a human perspective. Spitting out the specs and facts which can be read online | how to switch off this phone | dude whats with the bots on your comments | 5300 mah not 6000 | isnt that the honor 400 lite? | I got charged in box also | Where is telephoto? | 6000mAh has a china version! In Europe battery is just 5300mAh. You should know about that. No?👎 | Hi sir"
nynObVVxGP8,https://www.youtube.com/watch?v=nynObVVxGP8,Is Pixel 9 the camera KING🤔#smartphone,In this video we will see if the pixel 9 can beat the iPhone 16 camera! Google pixels are know for having some of the best cameras ...,2024-12-20T17:06:49Z,JMTech,793431,24882,,"All of these photos were NOT edited in any way👍 SUBSCRIBE if you like tech content! | The 16s main camera looks better and pixel’s ultra wide looks better in my opinion | Pixel also has a 120hz screen and is 200 cheaper 😅 | The iPhone&#39;s sharpening algorithm is quite aggressive, particularly noticeable in images from older models like the iPhone 14, often resulting in a pronounced white halo artifact around objects.  This is in contrast to Google&#39;s approach, which generally produces a more natural result.  While the iPhone&#39;s default setting uses a 24MP sensor, and Google&#39;s a 12MP sensor, the level of sharpening applied by the iPhone can sometimes make even 200MP images appear less detailed. But 200mp means not sharper it mean cleaner and softer | imo Pixel &amp; iPhone are the tech version of brothers from another mother. | Why would you put shot B on the top and shot A on the bottom? I&#39;m confused | Both of them had great photos but I like how in pixel, the colors in the images are quite good. The iPhone had great overall details on the subject. | I glaze both pixel and iphones (my fav phones , i haven&#39;t seen it , but here is my opinion <br>1.Looks very cinematic , better in direct light , not as good behind a light<br>2.While it looks not as cinematic in direct light , it&#39;s still pretty good and holds up way better behind a light <br>They&#39;re both insane tho , can&#39;t tell a difference<br>(Ok imma post this comment ; this isn&#39;t biased , i haven&#39;t watch the vid) | Some pepole will say that the iphone camera is better just beacause the colors are more vivid whereas pixel photos are   realy true to life and the colors are spot on . | I liked a from the beginning more but as an iPhone User I thought it would have been the Pixel | This camera battle won’t stop forever that’s why these phone are high just get a good budget phone and don’t take blurry photos the rest doesn’t matter | I prefer the camera A just because of its focus and quality of it | i&#39;m now choosing between pixel 9 or 9a | I just got my first iphone (16 pro max) and yet i still prefer my old phone pixel 6a camera. | Good comparison | I just got the iPhone 16. I don’t wanna say anything yet, but I really do like it. I don’t care about the camera really because I don’t take that many photos. I only take photos of my dog, but I love the phone so far | Oppo and vivo has better camera <br>But the pixel has a very good camera still | Shot B : cinematic  ShotA: Brighter | I love your videos keep up the good work:)❤ | Your judgement and experience basically"
